gene_id,gene_biotype,gene_name
ENSG00000207430.1,snoRNA,U8
ENSG00000261794.1,protein_coding,GOLGA8H
ENSG00000270016.1,antisense,RP11-932O9.8
ENSG00000277467.1,misc_RNA,RN7SL628P
ENSG00000269930.1,lincRNA,RP11-932O9.9
ENSG00000247728.2,antisense,RP11-932O9.7
ENSG00000187951.10,protein_coding,ARHGAP11B
ENSG00000269974.1,lincRNA,RP11-932O9.10
ENSG00000206846.1,misc_RNA,Y_RNA
ENSG00000103832.10,unprocessed_pseudogene,GOLGA8UP
ENSG00000278696.1,misc_RNA,RN7SL82P
ENSG00000259845.1,unprocessed_pseudogene,HERC2P10
ENSG00000260382.1,processed_pseudogene,RP11-540B6.2
ENSG00000261628.1,unprocessed_pseudogene,RP11-540B6.3
ENSG00000198690.9,protein_coding,FAN1
ENSG00000270015.1,sense_intronic,RP11-540B6.6
ENSG00000166912.16,protein_coding,MTMR10
ENSG00000212526.1,snRNA,RNU6-466P
ENSG00000134160.13,protein_coding,TRPM1
ENSG00000259720.1,antisense,RP11-348B17.1
ENSG00000207702.1,miRNA,MIR211
ENSG00000259448.2,lincRNA,RP11-16E12.1
ENSG00000259772.6,lincRNA,RP11-16E12.2
ENSG00000169926.10,protein_coding,KLF13
ENSG00000259179.1,processed_pseudogene,UBE2CP4
ENSG00000259696.2,processed_pseudogene,RP11-126F18.2
ENSG00000169918.9,protein_coding,OTUD7A
ENSG00000259358.1,processed_pseudogene,RP11-456J20.1
ENSG00000277500.1,unprocessed_pseudogene,RP11-456J20.2
ENSG00000175344.17,protein_coding,CHRNA7
ENSG00000206849.1,snoRNA,SNORA18
ENSG00000201084.1,misc_RNA,Y_RNA
ENSG00000279912.1,TEC,RP11-624A21.1
ENSG00000271078.1,processed_pseudogene,RP13-395E19.4
ENSG00000207257.1,snRNA,RNU6-18P
ENSG00000260211.2,processed_pseudogene,RP13-395E19.2
ENSG00000260642.1,lincRNA,RP11-717I24.1
ENSG00000261491.1,unprocessed_pseudogene,DNM1P31
ENSG00000249931.4,protein_coding,GOLGA8K
ENSG00000275776.1,misc_RNA,RN7SL185P
ENSG00000261279.5,transcribed_unprocessed_pseudogene,ULK4P1
ENSG00000206987.1,snoRNA,U8
ENSG00000261708.1,unprocessed_pseudogene,DNM1P32
ENSG00000206127.10,protein_coding,GOLGA8O
ENSG00000274076.1,misc_RNA,RN7SL539P
ENSG00000270789.1,processed_pseudogene,RP11-632K20.8
ENSG00000261375.1,unprocessed_pseudogene,RP11-632K20.6
ENSG00000254912.2,unprocessed_pseudogene,RP11-632K20.2
ENSG00000223509.8,transcribed_processed_pseudogene,RP11-632K20.7
ENSG00000261064.1,lincRNA,RP11-1000B6.3
ENSG00000276724.1,sense_intronic,RP11-1000B6.7
ENSG00000262728.5,antisense,RP11-1000B6.8
ENSG00000232653.8,protein_coding,GOLGA8N
ENSG00000277464.1,misc_RNA,RN7SL286P
ENSG00000244952.2,lincRNA,RP11-1000B6.5
ENSG00000198826.10,protein_coding,ARHGAP11A
ENSG00000166922.8,protein_coding,SCG5
ENSG00000241818.1,antisense,RP11-1000B6.2
ENSG00000259721.1,lincRNA,RP11-758N13.1
ENSG00000166923.10,protein_coding,GREM1
ENSG00000248905.8,protein_coding,FMN1
ENSG00000259392.2,transcribed_processed_pseudogene,RP11-758N13.3
ENSG00000212415.1,snoRNA,SNORD77
ENSG00000259686.1,processed_pseudogene,HNRNPA1P71
ENSG00000279958.1,TEC,RP11-12O16.1
ENSG00000215296.10,transcribed_unitary_pseudogene,TMCO5B
ENSG00000259446.5,antisense,RP11-489D6.2
ENSG00000198838.13,protein_coding,RYR3
ENSG00000200008.1,misc_RNA,Y_RNA
ENSG00000276702.1,antisense,RP11-3D4.4
ENSG00000259408.2,antisense,RP11-3D4.3
ENSG00000259287.2,antisense,RP11-3D4.2
ENSG00000169857.7,protein_coding,AVEN
ENSG00000184984.9,protein_coding,CHRM5
ENSG00000278472.1,sense_intronic,RP11-74D7.3
ENSG00000259505.1,processed_pseudogene,RP11-74D7.1
ENSG00000134153.9,protein_coding,EMC7
ENSG00000243094.1,processed_pseudogene,RP11-1084A12.1
ENSG00000182405.5,protein_coding,PGBD4
ENSG00000134152.10,protein_coding,KATNBL1
ENSG00000128463.12,protein_coding,EMC4
ENSG00000140199.11,protein_coding,SLC12A6
ENSG00000259468.1,antisense,RP11-1084A12.2
ENSG00000207091.1,misc_RNA,Y_RNA
ENSG00000182117.5,protein_coding,NOP10
ENSG00000184507.15,protein_coding,NUTM1
ENSG00000176454.13,protein_coding,LPCAT4
ENSG00000259904.1,processed_pseudogene,ACTG1P15
ENSG00000175265.17,protein_coding,GOLGA8A
ENSG00000221649.1,miRNA,MIR1233-1
ENSG00000260639.1,processed_pseudogene,RP11-602M11.4
ENSG00000261081.1,unprocessed_pseudogene,RP11-1H8.1
ENSG00000279092.1,TEC,RP11-1H8.5
ENSG00000259917.1,unprocessed_pseudogene,HNRNPLP2
ENSG00000261559.1,processed_pseudogene,FSCN1P1
ENSG00000278582.1,unprocessed_pseudogene,RP11-1H8.6
ENSG00000215252.11,protein_coding,GOLGA8B
ENSG00000221065.1,miRNA,MIR1233-2
ENSG00000259892.1,unprocessed_pseudogene,RP11-1H8.4
ENSG00000252425.1,snoRNA,SNORA18
ENSG00000261304.1,lincRNA,CTD-2125J1.1
ENSG00000159248.4,protein_coding,GJD2
ENSG00000250007.6,antisense,RP11-814P5.1
ENSG00000159251.6,protein_coding,ACTC1
ENSG00000259751.1,processed_pseudogene,RP11-83J16.3
ENSG00000021776.10,protein_coding,AQR
ENSG00000231409.3,processed_pseudogene,RP11-83J16.1
ENSG00000198146.4,protein_coding,ZNF770
ENSG00000259181.1,lincRNA,RP11-463I20.3
ENSG00000280396.1,TEC,RP11-463I20.4
ENSG00000259587.2,lincRNA,RP11-463I20.2
ENSG00000259665.1,processed_pseudogene,RP11-323I15.3
ENSG00000255192.5,protein_coding,NANOGP8
ENSG00000259397.3,processed_pseudogene,RP11-323I15.2
ENSG00000259336.1,lincRNA,RP11-323I15.5
ENSG00000259592.1,processed_pseudogene,PRELID1P4
ENSG00000259516.2,transcribed_processed_pseudogene,ANP32AP1
ENSG00000134146.11,protein_coding,DPH6
ENSG00000259710.1,processed_pseudogene,NUTF2P6
ENSG00000259585.2,processed_pseudogene,RBM17P4
ENSG00000265102.1,miRNA,MIR3942
ENSG00000259688.1,processed_pseudogene,RP11-139F4.2
ENSG00000259411.1,processed_pseudogene,HNRNPA1P45
ENSG00000248079.2,lincRNA,DPH6-AS1
ENSG00000259217.2,unprocessed_pseudogene,RP11-702M1.2
ENSG00000265098.3,miRNA,MIR4510
ENSG00000259639.5,lincRNA,RP11-184D12.1
ENSG00000259245.1,lincRNA,RP11-684B21.1
ENSG00000259395.1,lincRNA,RP11-475A13.2
ENSG00000259737.6,lincRNA,RP11-475A13.1
ENSG00000270500.1,processed_pseudogene,COX6CP4
ENSG00000186073.11,protein_coding,C15orf41
ENSG00000261635.2,processed_pseudogene,RP11-618N24.1
ENSG00000261315.2,transcribed_processed_pseudogene,LARP4P
ENSG00000260582.1,processed_pseudogene,TPST2P1
ENSG00000261191.1,antisense,RP11-16L14.2
ENSG00000223518.5,transcribed_processed_pseudogene,CSNK1A1P1
ENSG00000212511.2,snoRNA,U3
ENSG00000259280.1,processed_transcript,RP11-122D10.1
ENSG00000134138.19,protein_coding,MEIS2
ENSG00000277202.1,miRNA,MIR8063
ENSG00000206676.1,misc_RNA,Y_RNA
ENSG00000259460.1,antisense,RP11-128A17.1
ENSG00000274444.1,lincRNA,RP11-128A17.2
ENSG00000274216.1,misc_RNA,Metazoa_SRP
ENSG00000270304.1,processed_pseudogene,RP11-597G23.1
ENSG00000259434.1,lincRNA,RP11-720L8.1
ENSG00000243122.1,processed_pseudogene,RP11-25H11.1
ENSG00000166069.13,protein_coding,TMCO5A
ENSG00000259225.6,lincRNA,RP11-1008C21.1
ENSG00000236914.3,lincRNA,LINC01852
ENSG00000259380.5,lincRNA,RP11-346D14.1
ENSG00000166068.12,protein_coding,SPRED1
ENSG00000171262.11,protein_coding,FAM98B
ENSG00000259192.1,processed_pseudogene,AC109631.1
ENSG00000172575.11,protein_coding,RASGRP1
ENSG00000259326.1,antisense,RP11-102L12.2
ENSG00000259598.1,antisense,RP11-275I4.1
ENSG00000259747.1,lincRNA,RP11-275I4.2
ENSG00000175779.1,protein_coding,C15orf53
ENSG00000259731.2,lincRNA,RP11-326N17.1
ENSG00000274281.1,lincRNA,RP11-326N17.2
ENSG00000259345.5,lincRNA,RP11-624L4.1
ENSG00000259278.1,lincRNA,RP11-62C7.2
ENSG00000259423.2,lincRNA,RP11-265N7.2
ENSG00000259450.1,lincRNA,RP11-265N7.1
ENSG00000175746.6,lincRNA,C15orf54
ENSG00000259447.1,lincRNA,RP11-462P6.1
ENSG00000259269.1,lincRNA,RP11-624L4.2
ENSG00000259390.2,lincRNA,RP11-27M9.1
ENSG00000137801.10,protein_coding,THBS1
ENSG00000276107.1,sense_intronic,CTD-2033D15.2
ENSG00000278621.1,antisense,CTD-2033D15.3
ENSG00000259279.1,antisense,CTD-2033D15.1
ENSG00000150667.6,protein_coding,FSIP1
ENSG00000261136.1,antisense,RP11-37C7.3
ENSG00000166073.10,protein_coding,GPR176
ENSG00000259432.1,sense_intronic,RP11-37C7.2
ENSG00000246863.2,lincRNA,RP11-325N19.3
ENSG00000128829.11,protein_coding,EIF2AK4
ENSG00000259389.2,processed_pseudogene,H3F3AP1
ENSG00000140319.10,protein_coding,SRP14
ENSG00000248508.6,lincRNA,SRP14-AS1
ENSG00000259584.1,lincRNA,RP11-521C20.2
ENSG00000275636.1,lincRNA,RP11-521C20.5
ENSG00000104081.13,protein_coding,BMF
ENSG00000259239.1,processed_pseudogene,RP11-521C20.1
ENSG00000156970.12,protein_coding,BUB1B
ENSG00000273786.1,sense_intronic,RP11-133K1.11
ENSG00000260648.3,sense_intronic,RP11-133K1.7
ENSG00000137843.11,protein_coding,PAK6
ENSG00000279537.1,TEC,RP11-133K1.8
ENSG00000176753.5,processed_transcript,C15orf56
ENSG00000279409.1,TEC,RP11-133K1.9
ENSG00000137841.11,protein_coding,PLCB2
ENSG00000230778.1,protein_coding,ANKRD63
ENSG00000273855.1,sense_intronic,RP11-133K1.12
ENSG00000259307.1,antisense,PLCB2-AS1
ENSG00000244705.1,processed_pseudogene,RP11-133K1.1
ENSG00000259198.1,lincRNA,RP11-133K1.6
ENSG00000259330.2,protein_coding,INAFM2
ENSG00000188549.12,protein_coding,C15orf52
ENSG00000233041.8,protein_coding,PHGR1
ENSG00000140323.5,protein_coding,DISP2
ENSG00000128944.13,protein_coding,KNSTRN
ENSG00000128928.8,protein_coding,IVD
ENSG00000140320.11,protein_coding,BAHD1
ENSG00000259364.1,antisense,RP11-64K12.9
ENSG00000259211.1,antisense,RP11-64K12.8
ENSG00000169105.7,protein_coding,CHST14
ENSG00000244251.1,processed_pseudogene,RP11-64K12.1
ENSG00000259536.5,antisense,RP11-111A22.1
ENSG00000128891.15,protein_coding,C15orf57
ENSG00000223313.1,snRNA,RNU6-516P
ENSG00000166133.17,protein_coding,RPUSD2
ENSG00000203573.4,misc_RNA,Metazoa_SRP
ENSG00000137812.19,protein_coding,KNL1
ENSG00000265814.2,misc_RNA,RN7SL376P
ENSG00000259254.1,sense_intronic,CTD-2339L15.3
ENSG00000245849.6,processed_transcript,RAD51-AS1
ENSG00000051180.16,protein_coding,RAD51
ENSG00000137824.15,protein_coding,RMDN3
ENSG00000271236.1,processed_pseudogene,SUMO2P15
ENSG00000137880.5,protein_coding,GCHFR
ENSG00000104129.9,protein_coding,DNAJC17
ENSG00000188277.9,protein_coding,C15orf62
ENSG00000166140.17,protein_coding,ZFYVE19
ENSG00000166143.9,protein_coding,PPP1R14D
ENSG00000261183.5,antisense,RP11-532F12.5
ENSG00000166145.14,protein_coding,SPINT1
ENSG00000104140.6,protein_coding,RHOV
ENSG00000274798.1,lincRNA,CTD-2129N1.1
ENSG00000104142.10,protein_coding,VPS18
ENSG00000251161.3,lincRNA,RP11-540O11.1
ENSG00000128917.6,protein_coding,DLL4
ENSG00000259405.1,processed_pseudogene,ISCA1P4
ENSG00000128965.11,protein_coding,CHAC1
ENSG00000128908.15,protein_coding,INO80
ENSG00000259617.1,antisense,RP11-540O11.6
ENSG00000259463.1,antisense,RP11-540O11.7
ENSG00000259521.1,antisense,RP11-540O11.4
ENSG00000280036.1,sense_intronic,RP11-540O11.8
ENSG00000259547.1,processed_pseudogene,CYCSP2
ENSG00000283133.1,processed_pseudogene,RP11-129I12.3
ENSG00000157021.9,unprocessed_pseudogene,FAM92A1P1
ENSG00000178997.11,protein_coding,EXD1
ENSG00000240847.3,misc_RNA,RN7SL497P
ENSG00000187446.11,protein_coding,CHP1
ENSG00000247556.6,processed_transcript,OIP5-AS1
ENSG00000104147.8,protein_coding,OIP5
ENSG00000137804.12,protein_coding,NUSAP1
ENSG00000259396.1,sense_intronic,RP11-16O9.2
ENSG00000137806.8,protein_coding,NDUFAF1
ENSG00000137815.14,protein_coding,RTF1
ENSG00000200407.1,snRNA,RNU6-1169P
ENSG00000137825.10,protein_coding,ITPKA
ENSG00000062524.15,protein_coding,LTK
ENSG00000103932.11,protein_coding,RPAP1
ENSG00000259838.1,unprocessed_pseudogene,ELOCP2
ENSG00000092445.11,protein_coding,TYRO3
ENSG00000260926.2,lincRNA,RP11-380D11.2
ENSG00000174197.16,protein_coding,MGA
ENSG00000207766.1,miRNA,MIR626
ENSG00000270702.1,processed_pseudogene,RP11-107F6.4
ENSG00000137802.13,protein_coding,MAPKBP1
ENSG00000250379.1,antisense,RP11-23P13.4
ENSG00000243789.10,protein_coding,JMJD7
ENSG00000243708.10,protein_coding,PLA2G4B
ENSG00000137877.9,protein_coding,SPTBN5
ENSG00000200293.1,rRNA,RNA5SP393
ENSG00000264850.1,miRNA,MIR4310
ENSG00000174171.5,antisense,RP11-23P13.6
ENSG00000103966.10,protein_coding,EHD4
ENSG00000278493.1,sense_intronic,CTD-2382E5.6
ENSG00000259883.1,antisense,EHD4-AS1
ENSG00000246740.2,antisense,PLA2G4E-AS1
ENSG00000188089.13,protein_coding,PLA2G4E
ENSG00000257797.1,antisense,CTD-2382E5.2
ENSG00000159337.6,protein_coding,PLA2G4D
ENSG00000168907.13,protein_coding,PLA2G4F
ENSG00000166887.15,protein_coding,VPS39
ENSG00000207712.1,miRNA,MIR627
ENSG00000261002.5,antisense,RP11-546B15.1
ENSG00000103978.15,protein_coding,TMEM87A
ENSG00000214013.9,protein_coding,GANC
ENSG00000260571.1,processed_pseudogene,BNIP3P5
ENSG00000092529.23,protein_coding,CAPN3
ENSG00000103994.16,protein_coding,ZNF106
ENSG00000201077.1,snRNA,RNU6-188P
ENSG00000092531.9,protein_coding,SNAP23
ENSG00000180979.9,protein_coding,LRRC57
ENSG00000137814.10,protein_coding,HAUS2
ENSG00000260490.2,processed_pseudogene,MYL12BP1
ENSG00000159433.11,protein_coding,STARD9
ENSG00000260282.1,processed_pseudogene,EIF4EBP2P2
ENSG00000140326.12,protein_coding,CDAN1
ENSG00000278769.1,antisense,CTD-2036P10.5
ENSG00000274403.1,antisense,CTD-2036P10.6
ENSG00000128881.16,protein_coding,TTBK2
ENSG00000260799.1,processed_pseudogene,KRT8P50
ENSG00000254793.1,processed_pseudogene,FDPSP4
ENSG00000159459.11,protein_coding,UBR1
ENSG00000166947.11,protein_coding,EPB42
ENSG00000281269.1,pseudogene,AC068724.1
ENSG00000205871.5,processed_pseudogene,RPS3AP47
ENSG00000137842.6,protein_coding,TMEM62
ENSG00000260928.2,processed_pseudogene,SPCS2P1
ENSG00000261687.1,antisense,RP11-473C18.3
ENSG00000166946.13,protein_coding,CCNDBP1
ENSG00000104055.15,protein_coding,TGM5
ENSG00000202211.1,misc_RNA,Y_RNA
ENSG00000261679.2,processed_pseudogene,ATP5HP1
ENSG00000159495.7,protein_coding,TGM7
ENSG00000260406.1,antisense,RP11-402F9.3
ENSG00000168806.7,protein_coding,LCMT2
ENSG00000168803.14,protein_coding,ADAL
ENSG00000140265.12,protein_coding,ZSCAN29
ENSG00000137822.12,protein_coding,TUBGCP4
ENSG00000243871.3,misc_RNA,RN7SL487P
ENSG00000067369.13,protein_coding,TP53BP1
ENSG00000166963.12,protein_coding,MAP1A
ENSG00000168781.21,protein_coding,PPIP5K1
ENSG00000237289.9,protein_coding,CKMT1B
ENSG00000242866.9,protein_coding,STRC
ENSG00000222398.1,snRNA,RNU6-554P
ENSG00000166762.16,protein_coding,CATSPER2
ENSG00000206991.1,snRNA,RNU6-610P
ENSG00000275601.1,sense_intronic,AC011330.13
ENSG00000224677.1,unprocessed_pseudogene,PDIA3P2
ENSG00000249839.1,unprocessed_pseudogene,AC011330.5
ENSG00000223572.9,protein_coding,CKMT1A
ENSG00000166763.7,unprocessed_pseudogene,STRCP1
ENSG00000201136.1,snRNA,RNU6-353P
ENSG00000205771.6,transcribed_unprocessed_pseudogene,CATSPER2P1
ENSG00000206589.1,snRNA,RNU6-354P
ENSG00000167004.12,protein_coding,PDIA3
ENSG00000128886.11,protein_coding,ELL3
ENSG00000140264.19,protein_coding,SERF2
ENSG00000242028.6,protein_coding,HYPK
ENSG00000140259.6,protein_coding,MFAP1
ENSG00000092470.11,protein_coding,WDR76
ENSG00000200391.1,misc_RNA,Y_RNA
ENSG00000171877.20,protein_coding,FRMD5
ENSG00000227973.1,processed_pseudogene,PIN4P1
ENSG00000185607.5,processed_pseudogene,ACTBP7
ENSG00000224055.1,processed_pseudogene,GAPDHP55
ENSG00000166734.18,protein_coding,CASC4
ENSG00000250130.1,processed_pseudogene,RP11-616K22.1
ENSG00000259499.1,lincRNA,RP11-616K22.2
ENSG00000259595.1,antisense,RP11-516C1.1
ENSG00000137770.13,protein_coding,CTDSPL2
ENSG00000259335.1,processed_pseudogene,HNRNPMP1
ENSG00000259563.1,antisense,CTD-2329K10.1
ENSG00000179523.4,lincRNA,EIF3J-AS1
ENSG00000104131.12,protein_coding,EIF3J
ENSG00000259659.1,sense_intronic,RP11-151N17.1
ENSG00000104133.14,protein_coding,SPG11
ENSG00000229474.6,protein_coding,PATL2
ENSG00000206957.2,misc_RNA,Y_RNA
ENSG00000166710.17,protein_coding,B2M
ENSG00000185880.12,protein_coding,TRIM69
ENSG00000276121.1,lincRNA,CTD-2008A1.3
ENSG00000259479.6,transcribed_unprocessed_pseudogene,SORD2P
ENSG00000238845.1,misc_RNA,Y_RNA
ENSG00000212424.1,snRNA,RNU1-119P
ENSG00000259742.1,unprocessed_pseudogene,CTD-2014N11.1
ENSG00000259231.2,processed_pseudogene,CTD-2014N11.2
ENSG00000252117.1,snRNA,RNU6-1108P
ENSG00000167014.10,protein_coding,TERB2
ENSG00000252475.1,snRNA,RNU6-1332P
ENSG00000259304.1,processed_pseudogene,CTD-2014N11.3
ENSG00000252288.1,snRNA,RNU6-966P
ENSG00000212550.1,snRNA,RNU1-78P
ENSG00000140263.13,protein_coding,SORD
ENSG00000259418.1,antisense,RP11-109D20.1
ENSG00000252171.1,misc_RNA,Y_RNA
ENSG00000140279.12,protein_coding,DUOX2
ENSG00000140274.13,protein_coding,DUOXA2
ENSG00000140254.12,protein_coding,DUOXA1
ENSG00000137857.17,protein_coding,DUOX1
ENSG00000259539.1,3prime_overlapping_ncRNA,CTD-2651B20.1
ENSG00000138606.19,protein_coding,SHF
ENSG00000259519.1,antisense,RP11-519G16.2
ENSG00000259932.1,sense_intronic,CTD-2651B20.7
ENSG00000260035.1,sense_intronic,CTD-2651B20.6
ENSG00000279014.1,TEC,CTD-2651B20.8
ENSG00000259338.1,processed_pseudogene,CTD-2651B20.2
ENSG00000259520.5,antisense,CTD-2651B20.3
ENSG00000137860.11,protein_coding,SLC28A2
ENSG00000235390.4,processed_pseudogene,CTD-2651B20.5
ENSG00000259433.2,processed_pseudogene,CTD-2651B20.4
ENSG00000238941.1,snRNA,RNU6-953P
ENSG00000171766.15,protein_coding,GATM
ENSG00000275672.1,antisense,GATM-AS1
ENSG00000171763.18,protein_coding,SPATA5L1
ENSG00000166920.12,protein_coding,C15orf48
ENSG00000259342.1,antisense,RP11-519G16.5
ENSG00000259354.5,antisense,RP11-519G16.3
ENSG00000104154.6,protein_coding,SLC30A4
ENSG00000179362.14,transcribed_processed_pseudogene,HMGN2P46
ENSG00000207516.1,snoRNA,SNORA41
ENSG00000259681.1,lincRNA,RP11-96O20.2
ENSG00000259427.2,transcribed_processed_pseudogene,DPPA5P2
ENSG00000275709.1,lincRNA,RP11-96O20.5
ENSG00000104164.10,protein_coding,BLOC1S6
ENSG00000200419.1,misc_RNA,Y_RNA
ENSG00000137767.13,protein_coding,SQRDL
ENSG00000273972.1,lincRNA,CTD-2306A12.1
ENSG00000259200.1,lincRNA,RP11-718O11.1
ENSG00000259743.2,processed_pseudogene,RP11-315O8.1
ENSG00000259593.1,processed_pseudogene,MTND5P40
ENSG00000238819.1,snoRNA,SNORD11
ENSG00000238456.1,snRNA,RNU6-1014P
ENSG00000259255.1,lincRNA,RP11-627D16.1
ENSG00000223308.1,misc_RNA,RN7SKP101
ENSG00000259509.2,processed_pseudogene,RP11-627D16.2
ENSG00000284540.1,TEC,RP11-90J19.1
ENSG00000137872.16,protein_coding,SEMA6D
ENSG00000222343.1,misc_RNA,RN7SKP139
ENSG00000259554.1,sense_intronic,RP11-408J6.1
ENSG00000259221.5,antisense,CTD-2050N2.1
ENSG00000259360.1,antisense,RP11-142J21.1
ENSG00000259740.1,sense_intronic,RP11-142J21.2
ENSG00000259588.1,antisense,RP11-552E10.1
ENSG00000213862.4,processed_pseudogene,CTD-2270N23.1
ENSG00000259572.5,lincRNA,LINC01491
ENSG00000259754.1,lincRNA,RP11-208K4.1
ENSG00000259730.1,lincRNA,CTD-2007H18.1
ENSG00000188467.10,protein_coding,SLC24A5
ENSG00000104177.17,protein_coding,MYEF2
ENSG00000259235.1,lincRNA,RP11-605F22.2
ENSG00000233932.4,protein_coding,CTXN2
ENSG00000074803.17,protein_coding,SLC12A1
ENSG00000259385.1,antisense,RP11-605F22.1
ENSG00000259488.2,antisense,RP11-154J22.1
ENSG00000202542.1,misc_RNA,Y_RNA
ENSG00000128951.13,protein_coding,DUT
ENSG00000166147.13,protein_coding,FBN1
ENSG00000274654.1,sense_intronic,CTD-3247H4.2
ENSG00000259705.1,lincRNA,RP11-227D13.1
ENSG00000273925.1,lincRNA,RP11-227D13.5
ENSG00000103995.13,protein_coding,CEP152
ENSG00000259216.2,processed_pseudogene,RP11-227D13.2
ENSG00000259469.1,lincRNA,RP11-227D13.4
ENSG00000259670.1,antisense,RP11-485O10.2
ENSG00000259700.3,processed_transcript,RP11-485O10.3
ENSG00000185634.11,protein_coding,SHC4
ENSG00000255302.4,protein_coding,EID1
ENSG00000259602.1,antisense,RP11-138E16.1
ENSG00000259500.1,processed_pseudogene,KRT8P24
ENSG00000138593.8,protein_coding,SECISBP2L
ENSG00000207105.1,misc_RNA,Y_RNA
ENSG00000265942.2,misc_RNA,RN7SL577P
ENSG00000259656.1,lincRNA,RP11-325E5.1
ENSG00000166200.14,protein_coding,COPS2
ENSG00000200120.1,misc_RNA,Y_RNA
ENSG00000156958.14,protein_coding,GALK2
ENSG00000259467.1,processed_pseudogene,NDUFAF4P1
ENSG00000264210.1,miRNA,MIR4716
ENSG00000259545.2,processed_pseudogene,RP11-325E5.4
ENSG00000243338.3,misc_RNA,RN7SL307P
ENSG00000166262.15,protein_coding,FAM227B
ENSG00000275580.1,lincRNA,RP11-295H24.4
ENSG00000276593.1,sense_intronic,RP11-295H24.5
ENSG00000259531.2,processed_pseudogene,RP11-295H24.3
ENSG00000140285.9,protein_coding,FGF7
ENSG00000104047.14,protein_coding,DTWD1
ENSG00000259388.1,processed_pseudogene,CTD-2647E9.1
ENSG00000104043.14,protein_coding,ATP8B4
ENSG00000259188.5,antisense,CTD-2647E9.3
ENSG00000201086.1,rRNA,RNA5SP394
ENSG00000140284.10,protein_coding,SLC27A2
ENSG00000200605.1,misc_RNA,Y_RNA
ENSG00000140287.10,protein_coding,HDC
ENSG00000241175.3,misc_RNA,RN7SL494P
ENSG00000104064.16,protein_coding,GABPB1
ENSG00000271819.1,snRNA,RNU6-94P
ENSG00000244879.6,antisense,GABPB1-AS1
ENSG00000259465.2,processed_pseudogene,AHCYP7
ENSG00000138592.13,protein_coding,USP8
ENSG00000252376.1,rRNA,RNA5SP395
ENSG00000242737.1,processed_pseudogene,RP11-562A8.1
ENSG00000259618.1,lincRNA,RP11-562A8.5
ENSG00000259298.1,antisense,RP11-562A8.4
ENSG00000170236.14,protein_coding,USP50
ENSG00000092439.13,protein_coding,TRPM7
ENSG00000243027.3,misc_RNA,RN7SL354P
ENSG00000138600.9,protein_coding,SPPL2A
ENSG00000279665.1,TEC,RP11-507J18.5
ENSG00000259773.1,antisense,RP11-507J18.2
ENSG00000241130.1,processed_pseudogene,RP11-507J18.1
ENSG00000273674.4,lincRNA,CTD-2378E12.1
ENSG00000081014.10,protein_coding,AP4E1
ENSG00000259378.1,processed_pseudogene,DCAF13P3
ENSG00000259240.1,lincRNA,RP11-108K3.1
ENSG00000183578.6,protein_coding,TNFAIP8L3
ENSG00000259204.1,sense_intronic,RP11-394B5.2
ENSG00000137869.14,protein_coding,CYP19A1
ENSG00000266593.1,miRNA,MIR4713
ENSG00000259701.1,sense_intronic,RP11-108K3.3
ENSG00000283614.1,miRNA,MIR7973-2
ENSG00000278098.1,miRNA,MIR7973-1
ENSG00000259306.2,lincRNA,RP11-108K3.2
ENSG00000186417.13,protein_coding,GLDN
ENSG00000270378.1,processed_pseudogene,RP11-108K3.5
ENSG00000259194.1,sense_intronic,RP11-108K3.4
ENSG00000259678.1,antisense,RP11-707P17.1
ENSG00000104093.13,protein_coding,DMXL2
ENSG00000259668.5,antisense,RP11-707P17.2
ENSG00000104112.8,protein_coding,SCG3
ENSG00000259241.1,lincRNA,RP11-313P18.2
ENSG00000259296.1,antisense,RP11-313P18.1
ENSG00000140280.13,protein_coding,LYSMD2
ENSG00000128872.9,protein_coding,TMOD2
ENSG00000259377.1,sense_intronic,CTD-2308G16.1
ENSG00000138594.13,protein_coding,TMOD3
ENSG00000274954.1,sense_intronic,RP11-56B16.6
ENSG00000277677.1,misc_RNA,Metazoa_SRP
ENSG00000259632.2,processed_pseudogene,RP11-56B16.1
ENSG00000207484.1,misc_RNA,Y_RNA
ENSG00000259201.1,antisense,RP11-56B16.5
ENSG00000272337.1,snRNA,RNU6-90P
ENSG00000259556.2,unprocessed_pseudogene,RP11-56B16.2
ENSG00000166477.12,protein_coding,LEO1
ENSG00000069956.11,protein_coding,MAPK6
ENSG00000259438.1,lincRNA,CTD-2650P22.1
ENSG00000274528.1,sense_intronic,CTD-2650P22.2
ENSG00000259398.1,sense_intronic,RP11-430B1.1
ENSG00000259712.1,antisense,CTD-2184D3.5
ENSG00000259178.1,lincRNA,CTD-2184D3.3
ENSG00000242327.1,processed_pseudogene,CTD-2184D3.1
ENSG00000137875.4,protein_coding,BCL2L10
ENSG00000069966.18,protein_coding,GNB5
ENSG00000259709.1,antisense,CTD-2184D3.7
ENSG00000206995.1,misc_RNA,Y_RNA
ENSG00000259577.1,lincRNA,CERNA1
ENSG00000128833.12,protein_coding,MYO5C
ENSG00000221052.3,miRNA,MIR1266
ENSG00000197535.14,protein_coding,MYO5A
ENSG00000231169.4,processed_pseudogene,EEF1B2P1
ENSG00000128989.10,protein_coding,ARPP19
ENSG00000260618.1,antisense,RP11-23N2.4
ENSG00000047346.12,protein_coding,FAM214A
ENSG00000259935.1,sense_intronic,RP11-519C12.1
ENSG00000169856.8,protein_coding,ONECUT1
