case_id,slide_id,label,tissue,tissue_idx
GTEX-1HCU7,GTEX-1HCU7-0225,gen_exp,Skin,28.0
GTEX-1GZ4H,GTEX-1GZ4H-1525,gen_exp,TibialNerve,35.0
GTEX-1LSNL,GTEX-1LSNL-2225,gen_exp,EsophagusMucosa,10.0
GTEX-13FH7,GTEX-13FH7-0725,gen_exp,EsophagusMuscularis,11.0
GTEX-S33H,GTEX-S33H-1425,gen_exp,KidneyCortex,15.0
GTEX-ZYT6,GTEX-ZYT6-0525,gen_exp,Lung,18.0
GTEX-R55D,GTEX-R55D-1425,gen_exp,Pancreas,23.0
GTEX-SIU8,GTEX-SIU8-0825,gen_exp,Heart,13.0
GTEX-16NGA,GTEX-16NGA-0325,gen_exp,ThyroidGland,33.0
GTEX-11UD2,GTEX-11UD2-1525,gen_exp,GastroesophagealJunction,12.0
GTEX-RWS6,GTEX-RWS6-0825,gen_exp,EsophagusMucosa,10.0
GTEX-1GZ2Q,GTEX-1GZ2Q-0725,gen_exp,Lung,18.0
GTEX-15SKB,GTEX-15SKB-0825,gen_exp,Lung,18.0
GTEX-1JMPZ,GTEX-1JMPZ-0225,gen_exp,Skin,28.0
GTEX-146FH,GTEX-146FH-1025,gen_exp,Heart,13.0
GTEX-16YQH,GTEX-16YQH-0825,gen_exp,CoronaryArtery,7.0
GTEX-1NV8Z,GTEX-1NV8Z-2825,gen_exp,MammaryTissueBreast,19.0
GTEX-14JIY,GTEX-14JIY-3325,gen_exp,Colon,6.0
GTEX-14PHW,GTEX-14PHW-1625,gen_exp,Omentum,21.0
GTEX-14LZ3,GTEX-14LZ3-3025,gen_exp,BrainCortex,5.0
GTEX-1GZ4H,GTEX-1GZ4H-1625,gen_exp,SkeletalMuscle,27.0
GTEX-14BMV,GTEX-14BMV-2325,gen_exp,Prostate,25.0
GTEX-17F97,GTEX-17F97-1325,gen_exp,EsophagusMucosa,10.0
GTEX-1C6VS,GTEX-1C6VS-3025,gen_exp,BrainCortex,5.0
GTEX-U3ZM,GTEX-U3ZM-0625,gen_exp,EsophagusMuscularis,11.0
GTEX-ZV6S,GTEX-ZV6S-0925,gen_exp,Stomach,30.0
GTEX-NPJ7,GTEX-NPJ7-2925,gen_exp,PituitaryGland,24.0
GTEX-1B932,GTEX-1B932-1425,gen_exp,Liver,17.0
GTEX-1AYCT,GTEX-1AYCT-1925,gen_exp,SigmoidColon,26.0
GTEX-13X6H,GTEX-13X6H-0725,gen_exp,Spleen,29.0
GTEX-1LB8K,GTEX-1LB8K-1025,gen_exp,Heart,13.0
GTEX-11NV4,GTEX-11NV4-1725,gen_exp,Testis,32.0
GTEX-TSE9,GTEX-TSE9-1225,gen_exp,EsophagusMucosa,10.0
GTEX-1HR9M,GTEX-1HR9M-2425,gen_exp,MammaryTissueBreast,19.0
GTEX-139TU,GTEX-139TU-0725,gen_exp,SuprapubicSkin,31.0
GTEX-OIZH,GTEX-OIZH-0625,gen_exp,EsophagusMucosa,10.0
GTEX-P4PP,GTEX-P4PP-2025,gen_exp,Uterus,37.0
GTEX-1QCLY,GTEX-1QCLY-1025,gen_exp,Lung,18.0
GTEX-ZAB4,GTEX-ZAB4-1525,gen_exp,Stomach,30.0
GTEX-1HT8W,GTEX-1HT8W-1825,gen_exp,Aorta,2.0
GTEX-11DXZ,GTEX-11DXZ-1225,gen_exp,EsophagusMucosa,10.0
GTEX-ZYFG,GTEX-ZYFG-0725,gen_exp,Spleen,29.0
GTEX-1C6VQ,GTEX-1C6VQ-2425,gen_exp,Prostate,25.0
GTEX-1QP9N,GTEX-1QP9N-1025,gen_exp,Colon,6.0
GTEX-11EM3,GTEX-11EM3-0825,gen_exp,EsophagusMucosa,10.0
GTEX-13VXU,GTEX-13VXU-3125,gen_exp,PituitaryGland,24.0
GTEX-131XW,GTEX-131XW-0425,gen_exp,Skin,28.0
GTEX-Y114,GTEX-Y114-1825,gen_exp,Uterus,37.0
GTEX-1HFI7,GTEX-1HFI7-0325,gen_exp,ThyroidGland,33.0
GTEX-1PWST,GTEX-1PWST-2625,gen_exp,Prostate,25.0
GTEX-15SHU,GTEX-15SHU-1825,gen_exp,Liver,17.0
GTEX-11DXY,GTEX-11DXY-3125,gen_exp,BrainCerebellum,4.0
GTEX-UPK5,GTEX-UPK5-1625,gen_exp,Spleen,29.0
GTEX-14PHY,GTEX-14PHY-1025,gen_exp,Omentum,21.0
GTEX-ZQUD,GTEX-ZQUD-1025,gen_exp,SigmoidColon,26.0
GTEX-12ZZY,GTEX-12ZZY-1525,gen_exp,EsophagusMuscularis,11.0
GTEX-OHPN,GTEX-OHPN-2825,gen_exp,TibialArtery,34.0
GTEX-13NZB,GTEX-13NZB-0225,gen_exp,Heart,13.0
GTEX-1C6WA,GTEX-1C6WA-0325,gen_exp,SkeletalMuscle,27.0
GTEX-12WSK,GTEX-12WSK-2725,gen_exp,TibialArtery,34.0
GTEX-1QMI2,GTEX-1QMI2-0525,gen_exp,SkeletalMuscle,27.0
GTEX-17F96,GTEX-17F96-2125,gen_exp,SigmoidColon,26.0
GTEX-1AYCT,GTEX-1AYCT-0725,gen_exp,Lung,18.0
GTEX-POMQ,GTEX-POMQ-2125,gen_exp,TibialArtery,34.0
GTEX-1JMLX,GTEX-1JMLX-1425,gen_exp,Spleen,29.0
GTEX-14B4R,GTEX-14B4R-1225,gen_exp,MammaryTissueBreast,19.0
GTEX-1M5QR,GTEX-1M5QR-0925,gen_exp,Pancreas,23.0
GTEX-ZP4G,GTEX-ZP4G-0625,gen_exp,Ovary,22.0
GTEX-XGQ4,GTEX-XGQ4-0625,gen_exp,CoronaryArtery,7.0
GTEX-Y5LM,GTEX-Y5LM-0425,gen_exp,Liver,17.0
GTEX-1QAET,GTEX-1QAET-2525,gen_exp,TibialArtery,34.0
GTEX-ZVT2,GTEX-ZVT2-0125,gen_exp,SuprapubicSkin,31.0
GTEX-YEC3,GTEX-YEC3-2525,gen_exp,EsophagusMucosa,10.0
GTEX-117XS,GTEX-117XS-0425,gen_exp,Aorta,2.0
GTEX-11OF3,GTEX-11OF3-0725,gen_exp,Liver,17.0
GTEX-ZP4G,GTEX-ZP4G-1125,gen_exp,GastroesophagealJunction,12.0
GTEX-13FHO,GTEX-13FHO-0425,gen_exp,SuprapubicSkin,31.0
GTEX-11ZU8,GTEX-11ZU8-1125,gen_exp,SigmoidColon,26.0
GTEX-1HBPN,GTEX-1HBPN-0925,gen_exp,AtrialAppendage,3.0
GTEX-145LV,GTEX-145LV-1025,gen_exp,Omentum,21.0
GTEX-13PDP,GTEX-13PDP-0225,gen_exp,AdiposeTissue,0.0
GTEX-Z9EW,GTEX-Z9EW-0825,gen_exp,Omentum,21.0
GTEX-O5YT,GTEX-O5YT-1725,gen_exp,TibialNerve,35.0
GTEX-11P7K,GTEX-11P7K-1425,gen_exp,GastroesophagealJunction,12.0
GTEX-16MT8,GTEX-16MT8-1625,gen_exp,AdrenalGlands,1.0
GTEX-16Z82,GTEX-16Z82-2725,gen_exp,Testis,32.0
GTEX-1ICG6,GTEX-1ICG6-2025,gen_exp,EsophagusMuscularis,11.0
GTEX-Y9LG,GTEX-Y9LG-0725,gen_exp,Pancreas,23.0
GTEX-15EO6,GTEX-15EO6-2825,gen_exp,SkeletalMuscle,27.0
GTEX-1GN2E,GTEX-1GN2E-1425,gen_exp,AtrialAppendage,3.0
GTEX-1212Z,GTEX-1212Z-0325,gen_exp,Testis,32.0
GTEX-POMQ,GTEX-POMQ-2025,gen_exp,TibialNerve,35.0
GTEX-1B97J,GTEX-1B97J-1225,gen_exp,SkeletalMuscle,27.0
GTEX-1HSKV,GTEX-1HSKV-2925,gen_exp,BrainCerebellum,4.0
GTEX-12ZZX,GTEX-12ZZX-0325,gen_exp,SkeletalMuscle,27.0
GTEX-13113,GTEX-13113-1225,gen_exp,Ileum,14.0
GTEX-1CB4G,GTEX-1CB4G-2525,gen_exp,Prostate,25.0
GTEX-WFON,GTEX-WFON-1325,gen_exp,SigmoidColon,26.0
GTEX-WOFM,GTEX-WOFM-0325,gen_exp,Prostate,25.0
GTEX-1MA7W,GTEX-1MA7W-1525,gen_exp,Uterus,37.0
GTEX-11NSD,GTEX-11NSD-0125,gen_exp,ThyroidGland,33.0
GTEX-1H1ZS,GTEX-1H1ZS-0325,gen_exp,TibialArtery,34.0
GTEX-ZP4G,GTEX-ZP4G-0425,gen_exp,Pancreas,23.0
GTEX-ZVZQ,GTEX-ZVZQ-1525,gen_exp,Lung,18.0
GTEX-13NYC,GTEX-13NYC-0625,gen_exp,TibialNerve,35.0
GTEX-12WSL,GTEX-12WSL-2725,gen_exp,SkeletalMuscle,27.0
GTEX-WEY5,GTEX-WEY5-0225,gen_exp,AtrialAppendage,3.0
GTEX-ZF2S,GTEX-ZF2S-2325,gen_exp,Skin,28.0
GTEX-1R9PO,GTEX-1R9PO-2625,gen_exp,MinorSalivaryGlands,20.0
GTEX-1EX96,GTEX-1EX96-1225,gen_exp,TibialArtery,34.0
GTEX-1K2DA,GTEX-1K2DA-1625,gen_exp,SigmoidColon,26.0
GTEX-1IKK5,GTEX-1IKK5-1425,gen_exp,GastroesophagealJunction,12.0
GTEX-13O3O,GTEX-13O3O-1825,gen_exp,Liver,17.0
GTEX-1GMR8,GTEX-1GMR8-2425,gen_exp,Uterus,37.0
GTEX-13RTK,GTEX-13RTK-1425,gen_exp,Skin,28.0
GTEX-1GN1W,GTEX-1GN1W-1125,gen_exp,Pancreas,23.0
GTEX-YF7O,GTEX-YF7O-0625,gen_exp,Lung,18.0
GTEX-WI4N,GTEX-WI4N-0725,gen_exp,AtrialAppendage,3.0
GTEX-XAJ8,GTEX-XAJ8-1225,gen_exp,TibialArtery,34.0
GTEX-VUSG,GTEX-VUSG-0625,gen_exp,CoronaryArtery,7.0
GTEX-ZUA1,GTEX-ZUA1-2725,gen_exp,Testis,32.0
GTEX-Y8LW,GTEX-Y8LW-2125,gen_exp,TibialNerve,35.0
GTEX-14E6E,GTEX-14E6E-0125,gen_exp,AdrenalGlands,1.0
GTEX-1QP2A,GTEX-1QP2A-2025,gen_exp,GastroesophagealJunction,12.0
GTEX-146FH,GTEX-146FH-2425,gen_exp,SigmoidColon,26.0
GTEX-11I78,GTEX-11I78-2625,gen_exp,AdiposeTissue,0.0
GTEX-ZYY3,GTEX-ZYY3-2625,gen_exp,Vagina,38.0
GTEX-1AYD5,GTEX-1AYD5-2425,gen_exp,Skin,28.0
GTEX-ZAJG,GTEX-ZAJG-0225,gen_exp,AdiposeTissue,0.0
GTEX-1LVAN,GTEX-1LVAN-1725,gen_exp,Heart,13.0
GTEX-14BIN,GTEX-14BIN-1425,gen_exp,Ovary,22.0
GTEX-1H1E6,GTEX-1H1E6-2025,gen_exp,AdiposeTissue,0.0
GTEX-YECK,GTEX-YECK-1325,gen_exp,Aorta,2.0
GTEX-ZAJG,GTEX-ZAJG-0125,gen_exp,Skin,28.0
GTEX-15D1Q,GTEX-15D1Q-1225,gen_exp,TibialArtery,34.0
GTEX-ZPIC,GTEX-ZPIC-0825,gen_exp,Heart,13.0
GTEX-13OW8,GTEX-13OW8-1825,gen_exp,Aorta,2.0
GTEX-R53T,GTEX-R53T-0525,gen_exp,ThyroidGland,33.0
GTEX-ZG7Y,GTEX-ZG7Y-0925,gen_exp,Heart,13.0
GTEX-1HBPI,GTEX-1HBPI-2225,gen_exp,SigmoidColon,26.0
GTEX-1JK1U,GTEX-1JK1U-2125,gen_exp,AdiposeTissue,0.0
GTEX-13NYC,GTEX-13NYC-0125,gen_exp,SuprapubicSkin,31.0
GTEX-1JMQK,GTEX-1JMQK-1225,gen_exp,SuprapubicSkin,31.0
GTEX-1I1GS,GTEX-1I1GS-1825,gen_exp,Testis,32.0
GTEX-11EM3,GTEX-11EM3-2425,gen_exp,Skin,28.0
GTEX-18D9U,GTEX-18D9U-0525,gen_exp,Lung,18.0
GTEX-1C6WA,GTEX-1C6WA-1125,gen_exp,CoronaryArtery,7.0
GTEX-YEC4,GTEX-YEC4-0325,gen_exp,Heart,13.0
GTEX-VUSG,GTEX-VUSG-1525,gen_exp,AdrenalGlands,1.0
GTEX-1H11D,GTEX-1H11D-2125,gen_exp,EsophagusMucosa,10.0
GTEX-12WSL,GTEX-12WSL-0225,gen_exp,Liver,17.0
GTEX-14PJ4,GTEX-14PJ4-0725,gen_exp,Pancreas,23.0
GTEX-1EN7A,GTEX-1EN7A-1225,gen_exp,EsophagusMucosa,10.0
GTEX-12WSN,GTEX-12WSN-0325,gen_exp,Aorta,2.0
GTEX-17GQL,GTEX-17GQL-0325,gen_exp,MammaryTissueBreast,19.0
GTEX-18A67,GTEX-18A67-2225,gen_exp,SigmoidColon,26.0
GTEX-1R46S,GTEX-1R46S-0325,gen_exp,SkeletalMuscle,27.0
GTEX-1211K,GTEX-1211K-2325,gen_exp,TibialNerve,35.0
GTEX-PVOW,GTEX-PVOW-0725,gen_exp,TibialArtery,34.0
GTEX-SE5C,GTEX-SE5C-0425,gen_exp,CoronaryArtery,7.0
GTEX-1122O,GTEX-1122O-2425,gen_exp,SkeletalMuscle,27.0
GTEX-144FL,GTEX-144FL-1525,gen_exp,Pancreas,23.0
GTEX-14E6E,GTEX-14E6E-1325,gen_exp,MammaryTissueBreast,19.0
GTEX-ZDTT,GTEX-ZDTT-1925,gen_exp,Colon,6.0
GTEX-UJHI,GTEX-UJHI-0925,gen_exp,EsophagusMuscularis,11.0
GTEX-1K9T9,GTEX-1K9T9-1425,gen_exp,MammaryTissueBreast,19.0
GTEX-WOFM,GTEX-WOFM-1325,gen_exp,SkeletalMuscle,27.0
GTEX-WWTW,GTEX-WWTW-1325,gen_exp,Omentum,21.0
GTEX-11I78,GTEX-11I78-2125,gen_exp,Uterus,37.0
GTEX-15ER7,GTEX-15ER7-0325,gen_exp,Skin,28.0
GTEX-S33H,GTEX-S33H-0125,gen_exp,Testis,32.0
GTEX-1B996,GTEX-1B996-0225,gen_exp,Skin,28.0
GTEX-ZVT2,GTEX-ZVT2-0825,gen_exp,AdrenalGlands,1.0
GTEX-ZVT2,GTEX-ZVT2-0625,gen_exp,Vagina,38.0
GTEX-ZPCL,GTEX-ZPCL-0425,gen_exp,Heart,13.0
GTEX-1B8KE,GTEX-1B8KE-1125,gen_exp,SuprapubicSkin,31.0
GTEX-14A5H,GTEX-14A5H-2125,gen_exp,AdrenalGlands,1.0
GTEX-1I1GU,GTEX-1I1GU-1025,gen_exp,MammaryTissueBreast,19.0
GTEX-14BIL,GTEX-14BIL-0125,gen_exp,Skin,28.0
GTEX-1GMRU,GTEX-1GMRU-1325,gen_exp,AtrialAppendage,3.0
GTEX-OXRN,GTEX-OXRN-1225,gen_exp,TibialArtery,34.0
GTEX-144FL,GTEX-144FL-0225,gen_exp,AdiposeTissue,0.0
GTEX-REY6,GTEX-REY6-0425,gen_exp,Lung,18.0
GTEX-ZYW4,GTEX-ZYW4-1625,gen_exp,GastroesophagealJunction,12.0
GTEX-YFC4,GTEX-YFC4-0126,gen_exp,Skin,28.0
GTEX-1BAJH,GTEX-1BAJH-2725,gen_exp,SigmoidColon,26.0
GTEX-11VI4,GTEX-11VI4-0725,gen_exp,Vagina,38.0
GTEX-13S86,GTEX-13S86-0925,gen_exp,Omentum,21.0
GTEX-WYVS,GTEX-WYVS-1125,gen_exp,SigmoidColon,26.0
GTEX-XQ8I,GTEX-XQ8I-0825,gen_exp,TibialArtery,34.0
GTEX-14BIN,GTEX-14BIN-2425,gen_exp,SigmoidColon,26.0
GTEX-WHWD,GTEX-WHWD-0825,gen_exp,Omentum,21.0
GTEX-147JS,GTEX-147JS-1325,gen_exp,AtrialAppendage,3.0
GTEX-1CAMR,GTEX-1CAMR-1125,gen_exp,Pancreas,23.0
GTEX-11DXY,GTEX-11DXY-1125,gen_exp,CoronaryArtery,7.0
GTEX-1A8FM,GTEX-1A8FM-1425,gen_exp,EsophagusMuscularis,11.0
GTEX-13PVR,GTEX-13PVR-2025,gen_exp,GastroesophagealJunction,12.0
GTEX-1GMR2,GTEX-1GMR2-1125,gen_exp,Aorta,2.0
GTEX-18QFQ,GTEX-18QFQ-0725,gen_exp,ThyroidGland,33.0
GTEX-131XE,GTEX-131XE-0725,gen_exp,Lung,18.0
GTEX-1HCU8,GTEX-1HCU8-0725,gen_exp,AdiposeTissue,0.0
GTEX-1R9JW,GTEX-1R9JW-0825,gen_exp,Liver,17.0
GTEX-1B97J,GTEX-1B97J-1925,gen_exp,Spleen,29.0
GTEX-1OKEX,GTEX-1OKEX-1325,gen_exp,EsophagusMucosa,10.0
GTEX-146FR,GTEX-146FR-0325,gen_exp,ThyroidGland,33.0
GTEX-1IDJU,GTEX-1IDJU-1925,gen_exp,SigmoidColon,26.0
GTEX-1CB4F,GTEX-1CB4F-2025,gen_exp,Colon,6.0
GTEX-1JJE9,GTEX-1JJE9-0325,gen_exp,Skin,28.0
GTEX-13FTW,GTEX-13FTW-1625,gen_exp,EsophagusMucosa,10.0
GTEX-14PK6,GTEX-14PK6-0325,gen_exp,Lung,18.0
GTEX-Z93S,GTEX-Z93S-2825,gen_exp,BrainCerebellum,4.0
GTEX-1R9K5,GTEX-1R9K5-0225,gen_exp,AdiposeTissue,0.0
GTEX-1IDJU,GTEX-1IDJU-2425,gen_exp,SkeletalMuscle,27.0
GTEX-1F5PK,GTEX-1F5PK-1625,gen_exp,EsophagusMuscularis,11.0
GTEX-145LS,GTEX-145LS-0225,gen_exp,AdiposeTissue,0.0
GTEX-Y8E4,GTEX-Y8E4-0725,gen_exp,AdiposeTissue,0.0
GTEX-XMK1,GTEX-XMK1-2625,gen_exp,MinorSalivaryGlands,20.0
GTEX-11OF3,GTEX-11OF3-2925,gen_exp,BrainCerebellum,4.0
GTEX-1KXAM,GTEX-1KXAM-0925,gen_exp,Stomach,30.0
GTEX-1GPI6,GTEX-1GPI6-0325,gen_exp,SkeletalMuscle,27.0
GTEX-147F3,GTEX-147F3-1525,gen_exp,Vagina,38.0
GTEX-1HKZK,GTEX-1HKZK-0725,gen_exp,SuprapubicSkin,31.0
GTEX-1QP2A,GTEX-1QP2A-1325,gen_exp,Pancreas,23.0
GTEX-1GMR8,GTEX-1GMR8-0625,gen_exp,SuprapubicSkin,31.0
GTEX-178AV,GTEX-178AV-0525,gen_exp,EsophagusMucosa,10.0
GTEX-ZAB5,GTEX-ZAB5-1125,gen_exp,Omentum,21.0
GTEX-111VG,GTEX-111VG-1625,gen_exp,SuprapubicSkin,31.0
GTEX-Y111,GTEX-Y111-0725,gen_exp,Liver,17.0
GTEX-12126,GTEX-12126-0825,gen_exp,SuprapubicSkin,31.0
GTEX-YJ89,GTEX-YJ89-1925,gen_exp,Omentum,21.0
GTEX-11GSP,GTEX-11GSP-1625,gen_exp,Colon,6.0
GTEX-1F75W,GTEX-1F75W-3125,gen_exp,BrainCerebellum,4.0
GTEX-1N2EE,GTEX-1N2EE-2125,gen_exp,MammaryTissueBreast,19.0
GTEX-11DXZ,GTEX-11DXZ-1325,gen_exp,Ileum,14.0
GTEX-17HII,GTEX-17HII-2525,gen_exp,Prostate,25.0
GTEX-144GM,GTEX-144GM-0525,gen_exp,SuprapubicSkin,31.0
GTEX-1C64O,GTEX-1C64O-0925,gen_exp,AtrialAppendage,3.0
GTEX-11P81,GTEX-11P81-1525,gen_exp,Ovary,22.0
GTEX-ZC5H,GTEX-ZC5H-0425,gen_exp,TibialArtery,34.0
GTEX-1I1GQ,GTEX-1I1GQ-1725,gen_exp,EsophagusMucosa,10.0
GTEX-16NPX,GTEX-16NPX-1425,gen_exp,ThyroidGland,33.0
GTEX-1MCQQ,GTEX-1MCQQ-1425,gen_exp,Omentum,21.0
GTEX-1QCLY,GTEX-1QCLY-0525,gen_exp,AdiposeTissue,0.0
GTEX-13U4I,GTEX-13U4I-0125,gen_exp,Skin,28.0
GTEX-Q2AH,GTEX-Q2AH-1225,gen_exp,Colon,6.0
GTEX-1I1GV,GTEX-1I1GV-3125,gen_exp,BrainCortex,5.0
GTEX-1NSGN,GTEX-1NSGN-0725,gen_exp,SuprapubicSkin,31.0
GTEX-1192X,GTEX-1192X-0225,gen_exp,Skin,28.0
GTEX-13OW7,GTEX-13OW7-0525,gen_exp,TibialNerve,35.0
GTEX-14PJM,GTEX-14PJM-0425,gen_exp,SkeletalMuscle,27.0
GTEX-1CAMS,GTEX-1CAMS-2225,gen_exp,SuprapubicSkin,31.0
GTEX-15RIG,GTEX-15RIG-0225,gen_exp,Skin,28.0
GTEX-Z93S,GTEX-Z93S-0225,gen_exp,AdiposeTissue,0.0
GTEX-13VXU,GTEX-13VXU-1125,gen_exp,GastroesophagealJunction,12.0
GTEX-1399R,GTEX-1399R-0925,gen_exp,GastroesophagealJunction,12.0
GTEX-1QW4Y,GTEX-1QW4Y-0225,gen_exp,ThyroidGland,33.0
GTEX-V1D1,GTEX-V1D1-0625,gen_exp,AtrialAppendage,3.0
GTEX-1B8KZ,GTEX-1B8KZ-1325,gen_exp,Colon,6.0
GTEX-15DDE,GTEX-15DDE-0225,gen_exp,AdiposeTissue,0.0
GTEX-1S82P,GTEX-1S82P-0225,gen_exp,AdiposeTissue,0.0
GTEX-YJ8O,GTEX-YJ8O-2625,gen_exp,TibialNerve,35.0
GTEX-1R9K4,GTEX-1R9K4-2825,gen_exp,SuprapubicSkin,31.0
GTEX-11P7K,GTEX-11P7K-2025,gen_exp,AdiposeTissue,0.0
GTEX-QCQG,GTEX-QCQG-1225,gen_exp,Vagina,38.0
GTEX-RUSQ,GTEX-RUSQ-2025,gen_exp,MammaryTissueBreast,19.0
GTEX-1LBAC,GTEX-1LBAC-1625,gen_exp,Colon,6.0
GTEX-14BMU,GTEX-14BMU-1125,gen_exp,Stomach,30.0
GTEX-14A6H,GTEX-14A6H-5010,gen_exp,EsophagusMucosa,10.0
GTEX-11XUK,GTEX-11XUK-0925,gen_exp,GastroesophagealJunction,12.0
GTEX-1122O,GTEX-1122O-0425,gen_exp,CoronaryArtery,7.0
GTEX-WYBS,GTEX-WYBS-1625,gen_exp,GastroesophagealJunction,12.0
GTEX-13O3O,GTEX-13O3O-3025,gen_exp,BrainCerebellum,4.0
GTEX-PX3G,GTEX-PX3G-0425,gen_exp,Aorta,2.0
GTEX-1M4P7,GTEX-1M4P7-0625,gen_exp,ThyroidGland,33.0
GTEX-131XG,GTEX-131XG-0425,gen_exp,Spleen,29.0
GTEX-13FLV,GTEX-13FLV-0325,gen_exp,Liver,17.0
GTEX-U3ZH,GTEX-U3ZH-0625,gen_exp,Aorta,2.0
GTEX-Y3IK,GTEX-Y3IK-2125,gen_exp,Uterus,37.0
GTEX-WHPG,GTEX-WHPG-1525,gen_exp,AdrenalGlands,1.0
GTEX-1QP2A,GTEX-1QP2A-1525,gen_exp,Prostate,25.0
GTEX-ZXES,GTEX-ZXES-0825,gen_exp,MammaryTissueBreast,19.0
GTEX-ZPU1,GTEX-ZPU1-1425,gen_exp,EsophagusMucosa,10.0
GTEX-ZG7Y,GTEX-ZG7Y-2125,gen_exp,Colon,6.0
GTEX-ZVT2,GTEX-ZVT2-0525,gen_exp,CoronaryArtery,7.0
GTEX-18D9B,GTEX-18D9B-2125,gen_exp,EsophagusMuscularis,11.0
GTEX-T5JC,GTEX-T5JC-1225,gen_exp,Prostate,25.0
GTEX-SN8G,GTEX-SN8G-0225,gen_exp,AdiposeTissue,0.0
GTEX-13OVI,GTEX-13OVI-1925,gen_exp,Ileum,14.0
GTEX-13FTW,GTEX-13FTW-1025,gen_exp,Heart,13.0
GTEX-145LT,GTEX-145LT-1725,gen_exp,Skin,28.0
GTEX-OXRK,GTEX-OXRK-0925,gen_exp,Lung,18.0
GTEX-1I1GQ,GTEX-1I1GQ-1625,gen_exp,GastroesophagealJunction,12.0
GTEX-1NV8Z,GTEX-1NV8Z-1525,gen_exp,Heart,13.0
GTEX-ZPU1,GTEX-ZPU1-2325,gen_exp,MinorSalivaryGlands,20.0
GTEX-145MH,GTEX-145MH-2325,gen_exp,Testis,32.0
GTEX-13X6H,GTEX-13X6H-1625,gen_exp,Stomach,30.0
GTEX-YEC4,GTEX-YEC4-0225,gen_exp,AtrialAppendage,3.0
GTEX-ZEX8,GTEX-ZEX8-2025,gen_exp,Prostate,25.0
GTEX-11NSD,GTEX-11NSD-1225,gen_exp,EsophagusMuscularis,11.0
GTEX-13FH7,GTEX-13FH7-2225,gen_exp,AdiposeTissue,0.0
GTEX-1O9I2,GTEX-1O9I2-3025,gen_exp,BrainCortex,5.0
GTEX-1CB4G,GTEX-1CB4G-0325,gen_exp,AdiposeTissue,0.0
GTEX-148VJ,GTEX-148VJ-0125,gen_exp,Skin,28.0
GTEX-ZEX8,GTEX-ZEX8-1925,gen_exp,Colon,6.0
GTEX-WXYG,GTEX-WXYG-0225,gen_exp,ThyroidGland,33.0
GTEX-ZYVF,GTEX-ZYVF-0825,gen_exp,TibialArtery,34.0
GTEX-11DXY,GTEX-11DXY-0425,gen_exp,ThyroidGland,33.0
GTEX-14PKV,GTEX-14PKV-2025,gen_exp,Ileum,14.0
GTEX-1QCLY,GTEX-1QCLY-1625,gen_exp,MammaryTissueBreast,19.0
GTEX-ZYFG,GTEX-ZYFG-2525,gen_exp,TibialNerve,35.0
GTEX-14LLW,GTEX-14LLW-0625,gen_exp,MammaryTissueBreast,19.0
GTEX-QEG5,GTEX-QEG5-1325,gen_exp,EsophagusMuscularis,11.0
GTEX-1HBPM,GTEX-1HBPM-2925,gen_exp,BrainCortex,5.0
GTEX-P4QT,GTEX-P4QT-0925,gen_exp,Spleen,29.0
GTEX-1I1CD,GTEX-1I1CD-1725,gen_exp,EsophagusMucosa,10.0
GTEX-14B4R,GTEX-14B4R-0425,gen_exp,EsophagusMuscularis,11.0
GTEX-1399U,GTEX-1399U-1825,gen_exp,MammaryTissueBreast,19.0
GTEX-17MF6,GTEX-17MF6-0625,gen_exp,ThyroidGland,33.0
GTEX-SNMC,GTEX-SNMC-1625,gen_exp,TibialNerve,35.0
GTEX-WFG8,GTEX-WFG8-0625,gen_exp,Heart,13.0
GTEX-13OVG,GTEX-13OVG-0925,gen_exp,EsophagusMuscularis,11.0
GTEX-139TT,GTEX-139TT-2226,gen_exp,Testis,32.0
GTEX-1GZHY,GTEX-1GZHY-0625,gen_exp,SuprapubicSkin,31.0
GTEX-WHSE,GTEX-WHSE-1425,gen_exp,GastroesophagealJunction,12.0
GTEX-ZQUD,GTEX-ZQUD-1925,gen_exp,MammaryTissueBreast,19.0
GTEX-13FTX,GTEX-13FTX-1025,gen_exp,Uterus,37.0
GTEX-13NZ9,GTEX-13NZ9-1025,gen_exp,MammaryTissueBreast,19.0
GTEX-V1D1,GTEX-V1D1-1125,gen_exp,EsophagusMuscularis,11.0
GTEX-18A7B,GTEX-18A7B-0925,gen_exp,CoronaryArtery,7.0
GTEX-15G19,GTEX-15G19-0525,gen_exp,SkeletalMuscle,27.0
GTEX-11DZ1,GTEX-11DZ1-0925,gen_exp,SkeletalMuscle,27.0
GTEX-WI4N,GTEX-WI4N-2525,gen_exp,Ovary,22.0
GTEX-1QP2A,GTEX-1QP2A-0425,gen_exp,TibialArtery,34.0
GTEX-1CAMS,GTEX-1CAMS-1325,gen_exp,Heart,13.0
GTEX-1IDJD,GTEX-1IDJD-1325,gen_exp,SkeletalMuscle,27.0
GTEX-15DZA,GTEX-15DZA-0625,gen_exp,Omentum,21.0
GTEX-1IKK5,GTEX-1IKK5-0825,gen_exp,Omentum,21.0
GTEX-15CHC,GTEX-15CHC-0225,gen_exp,Lung,18.0
GTEX-1PIIG,GTEX-1PIIG-0525,gen_exp,Testis,32.0
GTEX-ZF28,GTEX-ZF28-2525,gen_exp,SigmoidColon,26.0
