gene_id gene_desc
ENSG00000167508.11 MVD
ENSG00000174177.12 CTU2
ENSG00000103335.21 PIEZO1
ENSG00000198931.10 APRT
ENSG00000167515.10 TRAPPC2L
ENSG00000129993.14 CBFA2T3
ENSG00000167522.14 ANKRD11
ENSG00000197912.14 SPG7
ENSG00000167526.13 RPL13
ENSG00000131165.14 CHMP1A
ENSG00000185324.21 CDK10
ENSG00000075399.13 VPS9D1
ENSG00000141002.19 TCF25
ENSG00000140995.16 DEF8
ENSG00000141013.16 GAS8
ENSG00000183688.4 RFLNB
ENSG00000167699.13 GLOD4
ENSG00000171861.10 MRM3
ENSG00000167693.16 NXN
ENSG00000177370.4 TIMM22
ENSG00000159842.14 ABR
ENSG00000108953.16 YWHAE
ENSG00000167193.7 CRK
ENSG00000197879.14 MYO1C
ENSG00000132376.19 INPP5K
ENSG00000236618.2 PITPNA-AS1
ENSG00000174238.14 PITPNA
ENSG00000074660.15 SCARF1
ENSG00000167705.11 RILP
ENSG00000174231.16 PRPF8
ENSG00000186594.14 MIR22HG
ENSG00000167716.18 WDR81
ENSG00000132386.10 SERPINF1
ENSG00000132383.11 RPA1
ENSG00000108963.17 DPH1
ENSG00000177374.12 HIC1
ENSG00000167721.10 TSR1
ENSG00000141258.12 SGSM2
ENSG00000007168.12 PAFAH1B1
ENSG00000132361.16 CLUH
ENSG00000132359.14 RAP1GAP2
ENSG00000213977.7 TAX1BP3
ENSG00000127774.6 EMC6
ENSG00000083454.21 P2RX5
ENSG00000074755.14 ZZEF1
ENSG00000167740.9 CYB5D2
ENSG00000185722.16 ANKFY1
ENSG00000132388.12 UBE2G1
ENSG00000183018.8 SPNS2
ENSG00000132382.14 MYBBP1A
ENSG00000188176.11 SMTNL2
ENSG00000141456.14 PELP1
ENSG00000141480.17 ARRB2
ENSG00000161920.9 MED11
ENSG00000142507.9 PSMB6
ENSG00000129219.13 PLD2
ENSG00000141503.15 MINK1
ENSG00000108528.13 SLC25A11
ENSG00000108523.15 RNF167
ENSG00000108518.7 PFN1
ENSG00000108515.17 ENO3
ENSG00000091640.7 SPAG7
ENSG00000108509.20 CAMTA2
ENSG00000129250.11 KIF1C
ENSG00000029725.16 RABEP1
ENSG00000108559.11 NUP88
ENSG00000129197.14 RPAIN
ENSG00000108561.8 C1QBP
ENSG00000091592.15 NLRP1
ENSG00000129235.10 TXNDC17
ENSG00000108590.10 MED31
ENSG00000132530.16 XAF1
ENSG00000219200.11 RNASEK
ENSG00000258315.5 C17orf49
ENSG00000161940.10 BCL6B
ENSG00000072778.19 ACADVL
ENSG00000004975.11 DVL2
ENSG00000040633.12 PHF23
ENSG00000170296.9 GABARAP
ENSG00000175826.11 CTDNEP1
ENSG00000170291.14 ELP5
ENSG00000181856.14 SLC2A4
ENSG00000132507.17 EIF5A
ENSG00000132522.15 GPS2
ENSG00000215041.9 NEURL4
ENSG00000187838.16 PLSCR3
ENSG00000205544.3 TMEM256
ENSG00000169992.9 NLGN2
ENSG00000174282.11 ZBTB4
ENSG00000181222.15 POLR2A
ENSG00000239697.10 TNFSF12
ENSG00000161955.16 TNFSF13
ENSG00000161956.12 SENP3
ENSG00000161960.14 EIF4A1
ENSG00000238917.1 SNORD10
ENSG00000129226.13 CD68
ENSG00000129255.15 MPDU1
ENSG00000129245.11 FXR2
ENSG00000141504.11 SAT2
ENSG00000129244.8 ATP1B2
ENSG00000132510.10 KDM6B
ENSG00000167874.6 TMEM88
ENSG00000183011.13 NAA38
ENSG00000170004.16 CHD3
ENSG00000170043.11 TRAPPC1
ENSG00000179094.15 PER1
ENSG00000220205.8 VAMP2
ENSG00000108961.13 RANGRF
ENSG00000198844.10 ARHGEF15
ENSG00000161970.12 RPL26
ENSG00000166579.15 NDEL1
ENSG00000133026.12 MYH10
ENSG00000065320.8 NTN1
ENSG00000170310.14 STX8
ENSG00000184544.11 DHRS7C
ENSG00000007237.18 GAS7
ENSG00000065559.14 MAP2K4
ENSG00000141052.17 MYOCD
ENSG00000006744.18 ELAC2
ENSG00000006695.10 COX10
ENSG00000109099.13 PMP22
ENSG00000221926.11 TRIM16
ENSG00000276855.1 CTD-3157E16.2
ENSG00000214941.7 ZSWIM7
ENSG00000011295.15 TTC19
ENSG00000141027.20 NCOR1
ENSG00000170315.13 UBB
ENSG00000187688.14 TRPV2
ENSG00000175061.17 LRRC75A-AS1
ENSG00000133030.20 MPRIP
ENSG00000154803.12 FLCN
ENSG00000141030.12 COPS3
ENSG00000215030.5 RPL13P12
ENSG00000141026.5 MED9
ENSG00000108551.4 RASD1
ENSG00000133027.17 PEMT
ENSG00000108557.18 RAI1
ENSG00000072310.16 SREBF1
ENSG00000175662.17 TOM1L2
ENSG00000197815.4 RP1-253P7.4
ENSG00000171953.15 ATPAF2
ENSG00000108591.9 DRG2
ENSG00000091542.8 ALKBH5
ENSG00000177731.15 FLII
ENSG00000177427.12 MIEF2
ENSG00000108448.20 TRIM16L
ENSG00000072134.15 EPN2
ENSG00000166484.19 MAPK7
ENSG00000166482.11 MFAP4
ENSG00000072210.18 ALDH3A2
ENSG00000124422.11 USP22
ENSG00000109016.17 DHRS7B
ENSG00000178307.9 TMEM11
ENSG00000274180.1 NATD1
ENSG00000034152.18 MAP2K3
ENSG00000109046.14 WSB1
ENSG00000168961.16 LGALS9
ENSG00000109083.13 IFT20
ENSG00000109079.9 TNFAIP1
ENSG00000004142.11 POLDIP2
ENSG00000109072.13 VTN
ENSG00000087111.20 PIGS
ENSG00000109107.13 ALDOC
ENSG00000007202.14 KIAA0100
ENSG00000132581.9 SDF2
ENSG00000109111.14 SUPT6H
ENSG00000109113.18 RAB34
ENSG00000198242.13 RPL23A
ENSG00000173065.13 FAM222B
ENSG00000132591.11 ERAL1
ENSG00000132589.15 FLOT2
ENSG00000196535.15 MYO18A
ENSG00000108256.8 NUFIP2
ENSG00000160551.11 TAOK1
ENSG00000167543.15 TP53I13
ENSG00000108262.15 GIT1
ENSG00000167549.18 CORO6
ENSG00000141298.17 SSH2
ENSG00000126653.17 NSRP1
ENSG00000108578.14 BLMH
ENSG00000108582.11 CPD
ENSG00000172301.10 COPRS
ENSG00000108651.9 UTP6
ENSG00000126858.16 RHOT1
ENSG00000010244.18 ZNF207
ENSG00000108671.9 PSMD11
ENSG00000108691.9 CCL2
ENSG00000172156.3 CCL11
ENSG00000141161.11 UNC45B
ENSG00000172716.16 SLFN11
ENSG00000006125.17 AP2B1
ENSG00000270885.1 RASL10B
ENSG00000270647.5 TAF15
ENSG00000273611.4 ZNHIT3
ENSG00000278311.4 GGNBP2
ENSG00000278535.4 DHRS11
ENSG00000275700.4 AATF
ENSG00000276023.4 DUSP14
ENSG00000278845.4 MRPL45
ENSG00000275832.4 ARHGAP23
ENSG00000275023.4 MLLT6
ENSG00000277972.1 CISD3
ENSG00000277258.4 PCGF2
ENSG00000277791.4 PSMB3
ENSG00000276293.4 PIP4K2B
ENSG00000273559.4 CWC25
ENSG00000125691.12 RPL23
ENSG00000002834.17 LASP1
ENSG00000161381.13 PLXDC1
ENSG00000108298.9 RPL19
ENSG00000266469.1 CTB-131K11.1
ENSG00000131748.15 STARD3
ENSG00000173991.5 TCAP
ENSG00000141744.3 PNMT
ENSG00000161395.13 PGAP3
ENSG00000141736.13 ERBB2
ENSG00000141741.11 MIEN1
ENSG00000172057.9 ORMDL3
ENSG00000108344.14 PSMD3
ENSG00000108342.12 CSF3
ENSG00000008838.19 MED24
ENSG00000126351.12 THRA
ENSG00000126368.5 NR1D1
ENSG00000188895.11 MSL1
ENSG00000108349.16 CASC3
ENSG00000131759.17 RARA
ENSG00000141753.6 IGFBP4
ENSG00000073584.18 SMARCE1
ENSG00000186395.7 KRT10
ENSG00000173812.10 EIF1
ENSG00000173801.16 JUP
ENSG00000141696.12 P3H4
ENSG00000141756.18 FKBP10
ENSG00000141698.16 NT5C3B
ENSG00000131473.16 ACLY
ENSG00000173786.16 CNP
ENSG00000168259.14 DNAJC7
ENSG00000168256.17 NKIRAS2
ENSG00000108773.10 KAT2A
ENSG00000108774.14 RAB5C
ENSG00000173757.9 STAT5B
ENSG00000126561.16 STAT5A
ENSG00000168610.14 STAT3
ENSG00000177469.12 PTRF
ENSG00000033627.16 ATP6V0A1
ENSG00000108784.9 NAGLU
ENSG00000068120.14 COASY
ENSG00000108788.11 MLX
ENSG00000141699.10 FAM134C
ENSG00000131462.7 TUBG1
ENSG00000037042.8 TUBG2
ENSG00000068137.14 PLEKHH3
ENSG00000108797.11 CNTNAP1
ENSG00000108799.12 EZH1
ENSG00000131477.10 RAMP2
ENSG00000131475.6 VPS25
ENSG00000183978.7 COA3
ENSG00000126581.12 BECN1
ENSG00000131467.10 PSME3
ENSG00000131471.6 AOC3
ENSG00000266967.6 AARSD1
ENSG00000267060.5 PTGES3L
ENSG00000198863.7 RUNDC1
ENSG00000131469.12 RPL27
ENSG00000068079.7 IFI35
ENSG00000108828.15 VAT1
ENSG00000188554.13 NBR1
ENSG00000067596.10 DHX8
ENSG00000005102.12 MEOX1
ENSG00000108861.8 DUSP3
ENSG00000161647.18 MPP3
ENSG00000161649.12 CD300LG
ENSG00000091947.9 TMEM101
ENSG00000141349.8 G6PC3
ENSG00000108840.15 HDAC5
ENSG00000168591.15 TMUB2
ENSG00000087152.15 ATXN7L3
ENSG00000108312.14 UBTF
ENSG00000013306.15 SLC25A39
ENSG00000030582.17 GRN
ENSG00000186566.12 GPATCH8
ENSG00000180329.13 CCDC43
ENSG00000073670.13 ADAM11
ENSG00000131097.6 HIGD1B
ENSG00000108883.12 EFTUD2
ENSG00000172992.11 DCAKD
ENSG00000136448.11 NMT1
ENSG00000161714.11 PLCD3
ENSG00000186834.3 HEXIM1
ENSG00000184922.13 FMNL1
ENSG00000006062.14 MAP3K14
ENSG00000159314.11 ARHGAP27
ENSG00000186868.15 MAPT
ENSG00000214401.4 KANSL1-AS1
ENSG00000073969.18 NSF
ENSG00000004897.11 CDC27
ENSG00000198336.9 MYL4
ENSG00000141279.15 NPEPPS
ENSG00000108424.9 KPNB1
ENSG00000198933.9 TBKBP1
ENSG00000159111.12 MRPL10
ENSG00000141295.13 SCRN2
ENSG00000264920.1 RP11-6N17.4
ENSG00000167182.13 SP2
ENSG00000108439.9 PNPO
ENSG00000108465.14 CDK5RAP3
ENSG00000005243.9 COPZ2
ENSG00000082641.15 NFE2L1
ENSG00000108468.14 CBX1
ENSG00000002919.14 SNX11
ENSG00000136436.14 CALCOCO2
ENSG00000159199.13 ATP5G1
ENSG00000159202.17 UBE2Z
ENSG00000159210.9 SNF8
ENSG00000108798.8 ABI3
ENSG00000167085.11 PHB
ENSG00000064300.8 NGFR
ENSG00000121067.17 SPOP
ENSG00000121073.13 SLC35B1
ENSG00000136504.11 KAT7
ENSG00000005884.17 ITGA3
ENSG00000005882.11 PDK2
ENSG00000108819.10 PPP1R9B
ENSG00000108823.15 SGCA
ENSG00000108821.13 COL1A1
ENSG00000108826.15 MRPL27
ENSG00000108829.9 LRRC59
ENSG00000136444.9 RSAD1
ENSG00000049283.17 EPN3
ENSG00000006282.20 SPATA20
ENSG00000154945.6 ANKRD40
ENSG00000108848.15 LUC7L3
ENSG00000141232.4 TOB1
ENSG00000008294.20 SPAG9
ENSG00000239672.7 NME1
ENSG00000243678.11 NME2
ENSG00000011260.13 UTP18
ENSG00000262902.1 MTCO1P40
ENSG00000166260.10 COX11
ENSG00000141179.13 PCTP
ENSG00000121060.16 TRIM25
ENSG00000121064.12 SCPEP1
ENSG00000121057.12 AKAP1
ENSG00000153944.10 MSI2
ENSG00000181610.12 MRPS23
ENSG00000180891.12 CUEDC1
ENSG00000136451.8 VEZF1
ENSG00000264112.1 RP11-159D12.2
ENSG00000136450.12 SRSF1
ENSG00000264364.2 DYNLL2
ENSG00000005379.15 TSPOAP1
ENSG00000213246.6 SUPT4H1
ENSG00000108389.9 MTMR4
ENSG00000108387.14 SEPT4
ENSG00000108395.13 TRIM37
ENSG00000182628.12 SKA2
ENSG00000175155.8 YPEL2
ENSG00000108406.9 DHX40
ENSG00000141367.11 CLTC
ENSG00000062716.12 VMP1
ENSG00000167434.9 CA4
ENSG00000121068.13 TBX2
ENSG00000146872.17 TLK2
ENSG00000011028.13 MRC2
ENSG00000159640.15 ACE
ENSG00000136485.14 DCAF7
ENSG00000136463.7 TACO1
ENSG00000198909.7 MAP3K3
ENSG00000266173.6 STRADA
ENSG00000108588.13 CCDC47
ENSG00000198231.12 DDX42
ENSG00000108592.16 FTSJ3
ENSG00000087191.12 PSMC5
ENSG00000108604.15 SMARCD2
ENSG00000259384.6 GH1
ENSG00000007312.12 CD79B
ENSG00000108622.10 ICAM2
ENSG00000136478.7 TEX2
ENSG00000261371.5 PECAM1
ENSG00000108654.13 DDX5
ENSG00000258890.6 CEP95
ENSG00000266820.1 KPNA2P3
ENSG00000265298.1 RP13-104F24.3
ENSG00000263647.1 BPTFP1
ENSG00000120063.9 GNA13
ENSG00000197170.9 PSMD12
ENSG00000130935.9 NOL11
ENSG00000182481.8 KPNA2
ENSG00000278730.1 RP11-147L13.11
ENSG00000274561.1 RP11-147L13.12
ENSG00000196704.11 AMZ2
ENSG00000070540.12 WIPI1
ENSG00000108946.14 PRKAR1A
ENSG00000141338.13 ABCA8
ENSG00000154258.16 ABCA9
ENSG00000154262.12 ABCA6
ENSG00000154263.17 ABCA10
ENSG00000123700.4 KCNJ2
ENSG00000125398.5 SOX9
ENSG00000166685.11 COG1
ENSG00000133193.12 FAM104A
ENSG00000141219.15 C17orf80
ENSG00000179604.9 CDC42EP4
ENSG00000172809.12 RPL38
ENSG00000141540.10 TTYH2
ENSG00000170412.16 GPRC5C
ENSG00000109062.11 SLC9A3R1
ENSG00000109065.11 NAT9
ENSG00000109066.13 TMEM104
ENSG00000167861.15 HID1
ENSG00000109089.7 CDR2L
ENSG00000167862.9 MRPL58
ENSG00000180901.10 KCTD2
ENSG00000167863.11 ATP5H
ENSG00000125458.6 NT5C
ENSG00000189159.15 HN1
ENSG00000188612.11 SUMO2
ENSG00000125450.10 NUP85
ENSG00000125447.16 GGA3
ENSG00000125445.10 MRPS7
ENSG00000125457.13 MIF4GD
ENSG00000177885.13 GRB2
ENSG00000177728.16 TMEM94
ENSG00000177303.9 CASKIN2
ENSG00000266714.6 MYO15B
ENSG00000161526.14 SAP30BP
ENSG00000108479.11 GALK1
ENSG00000132475.10 H3F3B
ENSG00000132471.11 WBP2
ENSG00000132481.6 TRIM47
ENSG00000204316.12 MRPL38
ENSG00000161533.11 ACOX1
ENSG00000257949.6 TEN1
ENSG00000167881.14 SRP68
ENSG00000182473.21 EXOC7
ENSG00000185262.8 UBALD2
ENSG00000176170.13 SPHK1
ENSG00000175931.12 UBE2O
ENSG00000161544.9 CYGB
ENSG00000163597.14 SNHG16
ENSG00000182534.13 MXRA7
ENSG00000070495.14 JMJD6
ENSG00000181038.13 METTL23
ENSG00000161547.16 SRSF2
ENSG00000129657.14 SEC14L1
ENSG00000184640.17 SEPT9
ENSG00000204282.4 TNRC6C-AS1
ENSG00000141524.15 TMC6
ENSG00000108639.7 SYNGR2
ENSG00000183077.15 AFMID
ENSG00000184557.4 SOCS3
ENSG00000087157.18 PGS1
ENSG00000108669.16 CYTH1
ENSG00000055483.19 USP36
ENSG00000035862.12 TIMP2
ENSG00000108679.12 LGALS3BP
ENSG00000171302.16 CANT1
ENSG00000173918.14 C1QTNF1
ENSG00000167280.16 ENGASE
ENSG00000141582.14 CBX4
ENSG00000171298.12 GAA
ENSG00000141543.9 EIF4A3
ENSG00000181523.12 SGSH
ENSG00000176108.9 CHMP6
ENSG00000224877.3 NDUFAF8
ENSG00000157637.12 SLC38A10
ENSG00000184009.9 ACTG1
ENSG00000185504.16 FAAP100
ENSG00000182446.13 NPLOC4
ENSG00000204237.4 OXLD1
ENSG00000185298.12 CCDC137
ENSG00000214087.8 ARL16
ENSG00000185359.12 HGS
ENSG00000262814.7 MRPL12
ENSG00000225663.7 MCRIP1
ENSG00000185624.14 P4HB
ENSG00000141522.11 ARHGDIA
ENSG00000183684.7 ALYREF
ENSG00000141552.17 ANAPC11
ENSG00000185813.10 PCYT2
ENSG00000187531.13 SIRT7
ENSG00000197063.10 MAFG
ENSG00000183010.16 PYCR1
ENSG00000169696.15 ASPSCR1
ENSG00000169689.14 CENPX
ENSG00000169738.7 DCXR
ENSG00000169733.11 RFNG
ENSG00000169727.12 GPS1
ENSG00000169718.17 DUS1L
ENSG00000169710.8 FASN
ENSG00000141526.16 SLC16A3
ENSG00000141551.14 CSNK1D
ENSG00000275888.1 RP13-516M14.10
ENSG00000181396.12 OGFOD3
ENSG00000169660.15 HEXDC
ENSG00000178927.17 C17orf62
ENSG00000141562.17 NARF
ENSG00000141568.20 FOXK2
ENSG00000141580.15 WDR45B
ENSG00000141542.10 RAB40B
ENSG00000141560.14 FN3KRP
ENSG00000167363.13 FN3K
ENSG00000262410.1 RP11-388C12.8
ENSG00000141556.20 TBCD
ENSG00000176845.12 METRNL
ENSG00000101557.14 USP14
ENSG00000079134.11 THOC1
ENSG00000158270.11 COLEC12
ENSG00000132199.18 ENOSF1
ENSG00000176105.13 YES1
ENSG00000132205.10 EMILIN2
ENSG00000101605.12 MYOM1
ENSG00000101608.12 MYL12A
ENSG00000264235.5 RP13-270P17.1
ENSG00000118680.12 MYL12B
ENSG00000177337.7 DLGAP1-AS1
ENSG00000263753.6 LINC00667
ENSG00000173482.16 PTPRM
ENSG00000206418.3 RAB12
ENSG00000178127.12 NDUFV2
ENSG00000017797.12 RALBP1
ENSG00000154845.15 PPP4R1
ENSG00000168461.12 RAB31
ENSG00000101558.13 VAPA
ENSG00000154856.12 APCDD1
ENSG00000134265.12 NAPG
ENSG00000255112.2 CHMP1B
ENSG00000141401.11 IMPA2
ENSG00000176014.12 TUBB6
ENSG00000141385.9 AFG3L2
ENSG00000134278.15 SPIRE1
ENSG00000128789.20 PSMG2
ENSG00000177150.12 FAM210A
ENSG00000101654.17 RNMT
ENSG00000067900.7 ROCK1
ENSG00000266010.1 GATA6-AS1
ENSG00000141448.8 GATA6
ENSG00000101782.14 RIOK3
ENSG00000141452.9 C18orf8
ENSG00000141447.17 OSBPL1A
ENSG00000154059.9 IMPACT
ENSG00000141380.13 SS18
ENSG00000170558.8 CDH2
ENSG00000046604.12 DSG2
ENSG00000153339.13 TRAPPC8
ENSG00000134769.21 DTNA
ENSG00000166974.12 MAPRE2
ENSG00000172466.15 ZNF24
ENSG00000141429.13 GALNT1
ENSG00000141428.16 C18orf21
ENSG00000141425.17 RPRD1A
ENSG00000141424.12 SLC39A6
ENSG00000134759.13 ELP2
ENSG00000134775.15 FHOD3
ENSG00000152234.15 ATP5A1
ENSG00000152242.10 C18orf25
ENSG00000167220.11 HDHD2
ENSG00000134049.5 IER3IP1
ENSG00000267541.1 MTCO2P2
ENSG00000134030.13 CTIF
ENSG00000101665.8 SMAD7
ENSG00000141627.13 DYM
ENSG00000177576.11 C18orf32
ENSG00000265681.7 RPL17
ENSG00000167315.17 ACAA2
ENSG00000141644.17 MBD1
ENSG00000154832.14 CXXC1
ENSG00000141639.11 MAPK4
ENSG00000082212.12 ME2
ENSG00000141646.13 SMAD4
ENSG00000134046.11 MBD2
ENSG00000091164.12 TXNL1
ENSG00000066926.10 FECH
ENSG00000134440.11 NARS
ENSG00000198796.6 ALPK2
ENSG00000074657.13 ZNF532
ENSG00000074695.5 LMAN1
ENSG00000119537.15 KDSR
ENSG00000267390.1 RP11-635N19.1
ENSG00000119541.9 VPS4B
ENSG00000071991.8 CDH19
ENSG00000166479.9 TMX3
ENSG00000075336.11 TIMM21
ENSG00000166347.18 CYB5A
ENSG00000133313.14 CNDP2
ENSG00000180011.6 ZADH2
ENSG00000122490.18 PQLC1
ENSG00000226742.3 HSBP1L1
ENSG00000141759.14 TXNL4A
ENSG00000101546.12 RBFA
ENSG00000129946.10 SHC2
ENSG00000141933.9 TPGS1
ENSG00000099804.8 CDC34
ENSG00000172270.18 BSG
ENSG00000099822.2 HCN2
ENSG00000099821.13 POLRMT
ENSG00000070423.17 RNF126
ENSG00000070404.9 FSTL3
ENSG00000099864.17 PALM
ENSG00000011304.19 PTBP1
ENSG00000197766.7 CFD
ENSG00000175221.14 MED16
ENSG00000198858.9 R3HDM4
ENSG00000065268.10 WDR18
ENSG00000182087.12 TMEM259
ENSG00000064666.14 CNN2
ENSG00000099817.11 POLR2E
ENSG00000167468.16 GPX4
ENSG00000064932.15 SBNO2
ENSG00000118046.14 STK11
ENSG00000099624.7 ATP5D
ENSG00000167470.12 MIDN
ENSG00000099622.13 CIRBP
ENSG00000228300.13 C19orf24
ENSG00000160953.15 MUM1
ENSG00000115286.19 NDUFS7
ENSG00000130005.12 GAMT
ENSG00000071626.16 DAZAP1
ENSG00000115268.9 RPS15
ENSG00000185761.10 ADAMTSL5
ENSG00000071655.17 MBD3
ENSG00000127540.11 UQCR11
ENSG00000071564.14 TCF3
ENSG00000079313.13 REXO1
ENSG00000129968.15 ABHD17A
ENSG00000227500.9 SCAMP4
ENSG00000133275.15 CSNK1G2
ENSG00000133243.8 BTBD2
ENSG00000099875.14 MKNK2
ENSG00000172081.13 MOB3A
ENSG00000065000.15 AP3D1
ENSG00000104885.17 DOT1L
ENSG00000104886.11 PLEKHJ1
ENSG00000104897.9 SF3A2
ENSG00000104904.12 OAZ1
ENSG00000130332.14 LSM7
ENSG00000005206.16 SPPL2B
ENSG00000099800.7 TIMM13
ENSG00000176619.12 LMNB2
ENSG00000099860.8 GADD45B
ENSG00000176533.12 GNG7
ENSG00000176490.4 DIRAS1
ENSG00000104969.9 SGTA
ENSG00000172009.14 THOP1
ENSG00000065717.14 TLE2
ENSG00000104964.14 AES
ENSG00000088256.8 GNA11
ENSG00000125912.10 NCLN
ENSG00000141905.17 NFIC
ENSG00000129932.7 DOHH
ENSG00000105325.13 FZR1
ENSG00000161091.12 MFSD12
ENSG00000064961.18 HMG20B
ENSG00000105298.13 CACTIN
ENSG00000186111.9 PIP5K1C
ENSG00000011132.11 APBA3
ENSG00000183617.4 MRPL54
ENSG00000077009.13 NMRK2
ENSG00000167657.13 DAPK3
ENSG00000167658.15 EEF2
ENSG00000178951.8 ZBTB7A
ENSG00000126934.13 MAP2K2
ENSG00000077463.14 SIRT6
ENSG00000105248.15 CCDC94
ENSG00000008382.15 MPND
ENSG00000141985.9 SH3GL1
ENSG00000167671.11 UBXN6
ENSG00000167674.14 CTB-50L17.10
ENSG00000167676.4 PLIN4
ENSG00000214456.8 PLIN5
ENSG00000167680.15 SEMA6B
ENSG00000074842.7 MYDGF
ENSG00000142002.16 DPP9
ENSG00000127666.9 TICAM1
ENSG00000105355.8 PLIN3
ENSG00000105426.16 PTPRS
ENSG00000130254.11 SAFB2
ENSG00000160633.12 SAFB
ENSG00000130255.12 RPL36
ENSG00000174917.8 C19orf70
ENSG00000196365.11 LONP1
ENSG00000141994.15 DUS3L
ENSG00000171119.2 NRTN
ENSG00000174886.12 NDUFA11
ENSG00000031823.14 RANBP3
ENSG00000130382.8 MLLT1
ENSG00000125656.8 CLPP
ENSG00000125652.7 ALKBH7
ENSG00000125651.13 GTF2F1
ENSG00000088247.17 KHSRP
ENSG00000125648.14 SLC25A23
ENSG00000125730.16 C3
ENSG00000125734.15 GPR108
ENSG00000125733.17 TRIP10
ENSG00000171105.13 INSR
ENSG00000198816.6 ZNF358
ENSG00000090674.15 MCOLN1
ENSG00000032444.15 PNPLA6
ENSG00000076924.11 XAB2
ENSG00000229833.9 PET100
ENSG00000181029.8 TRAPPC5
ENSG00000142459.8 EVI5L
ENSG00000076984.17 MAP2K7
ENSG00000104976.11 SNAPC2
ENSG00000104980.7 TIMM44
ENSG00000066044.14 ELAVL1
ENSG00000090661.11 CERS4
ENSG00000167775.10 CD320
ENSG00000267855.5 NDUFA7
ENSG00000233927.4 RPS28
ENSG00000186994.11 KANK3
ENSG00000167772.11 ANGPTL4
ENSG00000185236.11 RAB11B
ENSG00000099785.10 MARCH2
ENSG00000099783.11 HNRNPM
ENSG00000174652.17 ZNF266
ENSG00000127452.8 FBXL12
ENSG00000198258.10 UBL5
ENSG00000127445.13 PIN1
ENSG00000080573.6 COL5A3
ENSG00000130813.17 C19orf66
ENSG00000130810.19 PPAN
ENSG00000130811.11 EIF3G
ENSG00000130816.14 DNMT1
ENSG00000105364.13 MRPL4
ENSG00000090339.8 ICAM1
ENSG00000267673.6 FDX2
ENSG00000161847.13 RAVER1
ENSG00000105397.13 TYK2
ENSG00000105401.8 CDC37
ENSG00000065989.15 PDE4A
ENSG00000079999.13 KEAP1
ENSG00000130734.9 ATG4D
ENSG00000129347.19 KRI1
ENSG00000129355.6 CDKN2D
ENSG00000129353.14 SLC44A2
ENSG00000267100.1 ILF3-AS1
ENSG00000129351.17 ILF3
ENSG00000213339.8 QTRT1
ENSG00000079805.16 DNM2
ENSG00000099203.6 TMED1
ENSG00000142453.11 CARM1
ENSG00000130733.10 YIPF2
ENSG00000142444.6 TIMM29
ENSG00000127616.17 SMARCA4
ENSG00000130164.13 LDLR
ENSG00000197256.10 KANK2
ENSG00000130158.13 DOCK6
ENSG00000267082.1 CTC-510F12.2
ENSG00000105518.13 TMEM205
ENSG00000183401.11 CCDC159
ENSG00000105520.10 PLPPR2
ENSG00000187266.13 EPOR
ENSG00000205517.12 RGL3
ENSG00000130175.9 PRKCSH
ENSG00000130159.13 ECSIT
ENSG00000130176.7 CNN1
ENSG00000130165.10 ELOF1
ENSG00000178464.6 RPL10P16
ENSG00000104774.12 MAN2B1
ENSG00000123154.11 WDR83
ENSG00000105583.9 WDR83OS
ENSG00000095059.15 DHPS
ENSG00000105576.15 TNPO2
ENSG00000123144.10 C19orf43
ENSG00000198356.11 ASNA1
ENSG00000095066.11 HOOK2
ENSG00000171223.5 JUNB
ENSG00000167815.11 PRDX2
ENSG00000105612.8 DNASE2
ENSG00000105607.12 GCDH
ENSG00000179115.10 FARSA
ENSG00000179218.13 CALR
ENSG00000179262.9 RAD23A
ENSG00000179271.2 GADD45GIP1
ENSG00000179284.5 DAND5
ENSG00000008441.16 NFIX
ENSG00000104907.12 TRMT1
ENSG00000160877.5 NACC1
ENSG00000104915.14 STX10
ENSG00000160888.6 IER2
ENSG00000104957.13 CCDC130
ENSG00000104979.8 C19orf53
ENSG00000267519.5 CTD-3252C9.4
ENSG00000132024.17 CC2D1A
ENSG00000132017.10 DCAF15
ENSG00000141858.11 SAMD1
ENSG00000072062.13 PRKACA
ENSG00000123146.19 ADGRE5
ENSG00000123136.14 DDX39A
ENSG00000123143.12 PKN1
ENSG00000123159.15 GIPC1
ENSG00000132002.7 DNAJB1
ENSG00000099797.13 TECR
ENSG00000099795.6 NDUFB7
ENSG00000105137.12 SYDE1
ENSG00000105135.15 ILVBL
ENSG00000074181.8 NOTCH3
ENSG00000141867.17 BRD4
ENSG00000105127.8 AKAP8
ENSG00000011243.17 AKAP8L
ENSG00000279716.1 AC006128.2
ENSG00000011451.17 WIZ
ENSG00000167460.14 TPM4
ENSG00000105058.11 FAM32A
ENSG00000127528.5 KLF2
ENSG00000127527.13 EPS15L1
ENSG00000085872.14 CHERP
ENSG00000127526.14 SLC35E1
ENSG00000214046.8 SMIM7
ENSG00000072954.6 TMEM38A
ENSG00000127511.9 SIN3B
ENSG00000127533.3 F2RL3
ENSG00000160111.12 CPAMD8
ENSG00000099331.13 MYO9B
ENSG00000053501.12 USE1
ENSG00000099330.8 OCEL1
ENSG00000160113.5 NR2F6
ENSG00000130307.11 USHBP1
ENSG00000105393.15 BABAM1
ENSG00000127220.5 ABHD8
ENSG00000130312.6 MRPL34
ENSG00000130311.10 DDA1
ENSG00000130300.8 PLVAP
ENSG00000130303.12 BST2
